bin	CHR	START	END	SRR089377	SRR054598	SRR053605	SRR054594	SRR089397	SRR054614	SRR089402	SRR053676	SRR053633	SRR053617	SRR054608	SRR053608	SRR054602	SRR089401	SRR053668	SRR054606	SRR054613	SRR053631	SRR054575	SRR053679	SRR054604	SRR053611	SRR053607	SRR053602	SRR054610
3356	chr11	37314303	37828950	2503	246	733	296	1873	2136	2497	453	1864	855	1595	708	1182	2445	1047	918	1709	1649	790	442	540	1224	630	879	1674
3357	chr11	37828949	38344608	2255	245	680	262	2013	1836	2351	409	1948	1204	1540	752	1099	2593	900	856	1575	1609	819	481	546	1069	628	827	1468
3358	chr11	38344607	38855615	2486	232	709	252	1743	1929	2476	456	1952	1001	1378	620	1027	2500	927	768	1273	1349	679	477	437	723	572	697	1572
3359	chr11	38855614	39372311	2071	251	811	259	1725	2187	2678	614	1986	1227	1358	693	1103	2247	1138	940	1514	1471	662	459	456	1102	568	784	1756
3360	chr11	39372310	39901246	2159	200	720	249	1798	2134	2089	480	1693	969	1334	631	1174	2099	969	903	1204	1163	579	376	478	1014	500	741	1947
3361	chr11	39901245	40418727	1837	241	781	278	1964	2148	2398	656	1943	1217	1354	672	1128	2109	1115	986	1622	1419	739	453	536	1034	534	848	1722
3362	chr11	40418726	40937733	1992	175	752	281	1743	1871	2308	595	1898	1198	1492	671	1203	1983	1127	982	1562	1472	685	449	533	1043	721	843	1784
3363	chr11	40937732	41448355	2297	297	889	229	1845	2071	2546	656	2165	1126	1300	800	1038	2637	1115	861	1582	1707	639	468	511	1052	610	1028	1711
3364	chr11	41448354	41961888	2127	256	829	269	2138	2015	2583	556	1851	1193	1456	765	1187	2804	1013	992	1572	1440	818	440	475	1105	601	840	1837
3365	chr11	41961887	42484016	1948	273	700	255	2002	2092	2227	643	1660	1186	1413	771	990	2293	950	824	1469	1330	796	507	450	1007	593	786	1769
3366	chr11	42484015	43011816	2384	248	778	279	2049	1956	2353	473	2002	1146	1421	807	1256	2332	1146	1038	1639	1273	2109	515	486	983	710	877	1626
3367	chr11	43011815	43537707	1911	227	782	232	1760	2037	2108	479	2051	935	1336	651	1163	2268	1065	1108	1476	1600	1992	448	508	874	645	897	1900
3368	chr11	43537706	44052758	1672	159	662	240	1424	1812	2201	659	1650	1185	1380	661	1090	2008	1233	920	1565	1369	1372	391	395	965	430	782	1822
3369	chr11	44052757	44560776	2523	301	743	329	1677	1789	2027	602	1884	1186	1477	658	1401	2190	1211	942	1557	1518	1290	620	445	1084	602	811	1922
3370	chr11	44560775	45069652	2136	255	782	264	1876	2443	2566	655	2564	1142	1360	617	1409	2440	1094	1068	1864	1417	1378	595	507	1067	554	841	1919
3371	chr11	45069651	45579477	2269	324	874	334	1707	2278	2587	619	2131	1124	1730	585	1455	2625	1169	1143	1840	1633	1492	578	513	1085	771	961	2323
3372	chr11	45579476	46088669	2129	307	876	273	1687	2252	2092	610	1935	955	1498	742	1081	1950	825	1004	1544	1469	1555	566	462	1128	491	831	2040
3373	chr11	46088668	46598924	2223	247	764	262	1417	1860	1952	450	1535	1056	1534	669	1249	2283	742	897	1338	1170	1253	388	404	1193	608	755	1799
3374	chr11	46598923	47113792	1924	211	733	276	1545	1844	2142	605	1687	903	1495	555	1189	2161	904	871	1469	1253	1173	538	380	1009	517	681	1799
3375	chr11	47113791	47625511	2256	228	765	360	1675	2101	2596	462	1600	1113	1744	703	1324	2829	662	941	1689	1455	1329	507	456	871	627	759	1753
3376	chr11	47625510	48135060	1912	249	778	308	1986	1909	2207	507	1790	1144	1362	653	1280	2186	888	1163	1530	1401	1209	442	455	808	551	860	1955
3377	chr11	48135059	48718485	2114	199	474	203	1815	1747	2197	384	1753	1017	1261	575	1069	2167	1078	866	1212	1495	1116	478	351	1005	528	813	1532
3378	chr11	48718484	49379434	1711	179	568	202	1501	1513	1768	351	1578	917	1086	463	974	1933	815	683	1091	1090	1075	357	351	708	403	550	1532
3379	chr11	49379433	50045496	1988	186	648	225	1547	2093	2219	455	1833	1080	1225	548	1300	2089	997	831	1189	1519	1126	410	551	949	548	664	1664
3380	chr11	50045495	50614694	1777	119	470	145	1450	1181	1751	304	1371	683	853	421	728	1639	802	605	961	905	923	222	456	692	331	457	1253
3381	chr11	50614693	55338950	3556	603	1040	426	2938	3041	3988	849	2940	1498	2678	1031	2204	4348	1566	1652	2381	2279	1923	689	929	1344	813	1140	3333
3382	chr11	55338949	55884035	2044	505	815	397	1846	2222	2684	636	2250	1254	1967	889	1788	2417	1211	1208	1923	2024	1484	514	762	1269	670	837	2508
3383	chr11	55884034	56406185	2548	487	698	370	1991	1992	2748	553	1984	1001	1635	695	1461	2809	1081	1187	2089	1464	1283	475	634	1021	611	1107	2200
3384	chr11	56406184	56937921	2540	463	863	296	2020	1873	2458	536	2083	1113	1766	767	1554	2603	1216	1191	2035	1632	1466	566	676	1025	488	751	2347
3385	chr11	56937920	57443546	2106	509	789	442	1692	2308	3122	605	2130	1142	2176	639	1616	2666	1053	1330	2146	1615	1653	633	800	1173	698	812	2671
3386	chr11	57443545	57971958	2174	484	868	359	1990	2061	2632	533	1955	1208	1789	727	1805	2547	1085	1313	2251	1251	1431	508	677	1160	550	797	2371
3387	chr11	57971957	58496723	2464	467	846	376	2008	2393	2797	591	2013	1089	1893	788	1668	2479	1070	1485	2033	1629	1268	508	715	1044	797	807	2594
3388	chr11	58496722	59026730	1952	464	751	303	2089	2115	2335	426	1874	984	2156	645	1583	1986	1202	1288	1966	1344	1344	430	696	953	533	786	2056
3389	chr11	59026729	59548171	2017	489	768	373	2085	2206	2466	553	1791	1245	1965	668	1710	2746	1120	1222	2129	1365	1261	485	697	1169	558	857	2320
3390	chr11	59548170	60065720	2186	523	931	377	1721	2049	2501	549	1976	1026	2155	719	1558	2006	1153	1282	1827	1356	1144	497	658	924	612	877	2278
3391	chr11	60065719	60599231	2119	453	952	392	2147	2042	2136	494	2189	1230	2093	758	1715	2447	1148	1511	2086	1601	1259	504	790	1146	600	828	2644
3392	chr11	60599230	61156834	2159	584	845	405	1772	2195	1898	478	1878	1117	1888	633	1740	2117	1077	1169	2467	1269	1278	502	667	1066	651	903	2061
3393	chr11	61156833	61663818	1994	418	726	305	1479	1951	1970	486	1797	986	1714	631	1472	1942	1032	1047	1771	1157	1080	535	580	1024	504	839	1848
3394	chr11	61663817	62189036	2279	577	789	336	2038	2303	2731	554	2132	1160	2118	783	1643	2571	1082	1330	1907	1579	1265	524	697	1000	579	688	2526
3395	chr11	62189035	62701844	1800	494	685	347	1604	1884	1718	445	1465	912	1642	684	1550	2066	927	1258	1934	1275	984	523	635	1031	616	775	2271
3396	chr11	62701843	63264635	2169	417	693	324	1900	1878	2542	704	1976	978	1725	849	1712	2548	1115	1282	2008	1414	1368	574	551	846	566	808	2433
3397	chr11	63264634	63780261	1955	563	778	413	1721	2083	2247	523	1680	1079	1825	739	1546	2262	972	1340	1944	1268	1187	519	550	960	532	801	2627
3398	chr11	63780260	64290574	2633	503	981	331	1831	1937	2627	565	1789	1255	1637	644	1633	2341	1042	1178	1995	1368	1327	483	554	920	551	867	2184
3399	chr11	64290573	64798994	2182	590	968	440	1898	2407	2430	453	2133	1253	1954	853	1680	2727	1069	1407	2173	1863	1276	541	646	1216	690	855	2770
3400	chr11	64798993	65310687	1545	458	639	369	1836	1780	2010	577	1891	1107	1797	798	1406	2103	720	1288	2006	1275	1203	424	577	829	541	751	2146
3401	chr11	65310686	65821352	1998	379	726	351	2195	1756	2586	453	1740	1073	1610	646	1429	2308	764	1133	1964	1471	1075	450	546	926	541	824	2280
3402	chr11	65821351	66334680	1944	427	708	342	1990	2229	2724	463	1829	1164	1889	655	1652	2570	851	1229	2296	1399	1091	544	583	993	674	727	2533
3403	chr11	66334679	66850242	1586	475	740	391	1425	1587	2160	361	1392	955	1516	620	1446	2216	814	1142	1662	1325	1039	441	405	816	362	725	1904
3404	chr11	66850241	67360409	1684	347	684	336	1547	1495	1889	392	1311	1059	1366	525	1415	2098	754	1060	1691	1380	1252	447	496	764	533	580	1815
3405	chr11	67360408	67992464	2006	407	539	329	1798	1472	2506	416	1419	1071	1637	590	1620	2500	773	959	1927	937	1091	424	457	991	481	583	2229
3406	chr11	67992463	68506086	2328	555	800	436	1919	2321	2750	514	1667	1100	2377	710	1636	2100	1107	1317	2225	1555	1627	583	607	1011	630	874	2757
3407	chr11	68506085	69016057	2832	478	784	442	1995	1630	2274	354	1805	1090	1767	623	1873	1939	1018	1220	2006	1635	1066	494	672	1303	573	990	2124
3408	chr11	69016056	69571452	2622	594	1293	413	2326	2604	2497	558	2499	1262	1981	761	1921	2180	993	1485	2826	1897	1548	678	624	1418	737	906	2882
3409	chr11	69571451	70129884	2279	416	916	397	1911	1955	2301	401	1955	993	1907	739	1826	1868	996	1377	2434	1542	1121	556	589	973	550	856	2452
3410	chr11	70129883	70638655	2174	513	797	394	1718	2257	2278	515	2268	1203	2048	899	1904	2214	966	1371	2560	1329	1384	569	620	1007	647	745	2385
3411	chr11	70638654	71147629	2515	608	910	398	1893	2220	2225	518	2467	1204	2059	708	2020	2417	943	1438	2491	1758	1494	546	584	1176	703	798	2806
3412	chr11	71147628	71796935	1936	437	496	309	1645	2061	2322	427	1573	845	1788	580	1333	2030	807	1133	1665	1084	1133	405	403	966	432	762	2148
3413	chr11	71796934	72309936	2348	522	778	408	1721	2209	2390	534	2010	1056	1930	652	1777	2292	958	1350	1848	1368	1507	554	542	1188	569	831	2561
3414	chr11	72309935	72824360	1848	444	716	342	1785	2343	2267	500	1830	1070	2177	671	1765	2252	1000	1386	2274	1240	1263	356	553	970	601	684	2515
3415	chr11	72824359	73331361	2117	470	919	399	1845	1835	2488	596	1614	981	2322	754	1662	2644	1159	1280	2242	1328	992	454	642	1066	649	746	2481
3416	chr11	73331360	73848454	2089	410	545	344	1468	1868	2646	513	1472	982	1727	593	1523	2084	909	1087	1867	1122	991	404	476	823	537	737	2085
3417	chr11	73848453	74369315	2085	384	749	315	1745	1735	2151	526	1678	925	1667	688	1394	1862	1125	1061	1787	1334	1300	458	488	924	463	739	2179
3418	chr11	74369314	74895613	1982	467	864	402	1841	1930	2536	574	1739	1068	1938	613	1798	2706	1010	1203	2199	1452	1317	550	620	1094	609	839	2511
3419	chr11	74895612	75403780	2497	482	813	342	1887	2301	2372	535	2012	1180	2003	813	2042	2182	1022	1283	2506	1476	1279	497	572	903	636	728	2687
3420	chr11	75403779	75921288	2314	480	777	345	1881	2202	2809	436	1899	1037	2003	663	1946	1995	1079	1319	1780	1545	1164	512	522	1012	590	946	2429
3421	chr11	75921287	76432312	1807	423	764	302	2140	2023	2328	343	1625	994	2145	677	1786	2068	925	1109	1889	1121	1167	452	470	995	657	735	2361
3422	chr11	76432311	76954587	1923	427	690	363	1775	1597	2314	684	1499	907	1658	510	1458	2297	946	1031	1776	1138	1261	512	464	711	611	730	2397
3423	chr11	76954586	77467758	2591	428	734	337	1664	2033	2290	456	1941	1047	1721	601	1486	2123	939	1260	1837	1559	1204	467	489	1068	478	959	2198
3424	chr11	77467757	78003618	2201	476	615	375	1770	2128	2506	568	1260	1011	1917	648	1402	2522	975	1325	1964	1281	1358	475	518	1024	557	747	2458
3425	chr11	78003617	78518010	2349	508	714	390	1931	2191	2887	505	1737	1078	1744	668	1481	2466	1160	1209	1636	1558	1139	430	561	975	457	842	2206
3426	chr11	78518009	79024952	2152	565	890	373	1875	2570	2413	500	2220	1082	2202	892	1949	3073	1263	1301	2157	1583	1544	644	597	1156	673	989	2428
3427	chr11	79024951	79538105	2450	549	912	379	1777	2151	2499	538	2030	1224	2060	762	2009	2684	1325	1258	1968	1809	1560	482	762	1140	748	980	2548
3428	chr11	79538104	80047161	2523	513	758	366	1919	2139	2004	520	1912	1022	2052	812	1563	2530	1128	1337	1984	1534	1284	445	548	1094	677	840	2439
3429	chr11	80047160	80559371	2300	486	683	306	1980	2083	2682	438	2068	1138	1914	585	1450	2123	1143	1160	1756	1245	1198	530	561	1012	556	949	2078
3430	chr11	80559370	81065704	1902	445	736	362	2055	1715	2013	544	1818	1186	1699	673	1685	2260	1100	1176	1736	1491	1243	545	572	974	616	669	2072
3431	chr11	81065703	81577622	2407	527	813	365	1560	1875	2681	549	2045	1232	1995	757	1704	2551	1088	1168	2027	1497	1563	608	435	1018	613	998	2258
3432	chr11	81577621	82104385	2252	374	806	331	1467	2125	1918	526	1723	1006	1722	739	1693	2273	1019	1120	1943	1352	1216	469	567	990	494	795	2008
3433	chr11	82104384	82615529	2393	450	695	345	1743	2174	2321	422	2044	1230	1946	662	1517	2495	1043	1197	1975	1620	1420	462	440	1094	533	777	2216
3434	chr11	82615528	83131324	1760	469	668	307	1669	1872	2179	445	1633	974	2007	607	1356	2434	1099	1052	1973	1345	1222	409	433	1063	543	617	2163
3435	chr11	83131323	83652989	2070	467	666	373	1952	1770	2413	522	1666	938	1634	670	1496	2190	990	1067	1734	1687	1064	447	463	951	649	719	2078
3436	chr11	83652988	84168949	2310	529	863	378	1932	2090	2648	557	2133	1291	1981	723	1628	2356	1123	1351	1984	2027	1694	527	523	1157	643	895	2418
3437	chr11	84168948	84679315	2128	492	1005	350	1660	1996	2269	498	2036	1152	1740	732	1606	2193	1237	1324	2163	1316	1310	458	497	1061	572	878	2188
3438	chr11	84679314	85205248	2310	563	867	353	1919	2021	2040	550	2109	1101	2044	752	1483	2385	1109	1161	2204	1587	1187	483	464	1096	577	890	2086
3439	chr11	85205247	85721034	2159	436	699	364	1916	1915	2248	554	2000	1076	1993	723	1697	2441	880	1324	1950	1506	1303	483	381	1125	622	706	2241
3440	chr11	85721033	86234159	1818	424	755	308	1798	2072	2198	311	1498	967	1577	635	1390	2131	900	1055	1526	1240	1134	391	429	914	526	735	1810
3441	chr11	86234158	86771739	2135	548	878	395	1634	1925	2742	383	1988	1222	1907	695	1913	1938	1192	1268	1844	1350	1215	494	435	1069	566	770	2334
3442	chr11	86771738	87294565	1980	422	719	388	1750	1740	2125	516	1606	981	1577	543	1658	2326	988	1120	1675	1319	1022	469	427	853	553	885	2305
3443	chr11	87294564	87877370	2096	538	775	377	1770	1906	2794	603	2011	1171	2079	841	1763	2217	1047	1362	2050	1395	1325	554	557	1127	565	832	2573
3444	chr11	87877369	88396546	1775	573	786	336	1637	2029	1946	586	1709	1126	1802	667	1548	1954	922	1133	1858	1187	1209	533	416	848	508	765	2418
3445	chr11	88396545	88991262	2131	467	763	285	1682	2209	2943	580	2214	1092	1914	601	1413	2348	1049	1252	2031	1176	1477	423	462	906	580	779	2400
3446	chr11	88991261	89907812	1854	461	581	300	1561	1860	2184	439	1651	1043	1522	548	1512	1980	1066	1007	1599	1231	1168	424	398	1052	554	726	1942
3447	chr11	89907811	90433337	1668	447	724	328	1645	1576	2141	421	1630	887	1973	707	1462	1861	915	1141	1918	1249	1280	504	408	991	558	873	2138
3448	chr11	90433336	90956016	2048	498	811	356	1936	1722	2326	545	1844	927	1756	716	1437	2195	885	1130	2292	1567	1134	471	473	956	619	894	2012
3449	chr11	90956015	91472676	2133	481	854	326	2070	1880	2449	567	1787	986	1663	623	1548	2413	1261	1175	2001	1482	1458	477	399	1062	604	833	2245
3450	chr11	91472675	91995852	1967	471	724	290	1927	2040	2050	420	1929	933	1847	606	1442	2270	1222	1163	1759	1174	1188	456	558	1036	462	803	2037
3451	chr11	91995851	92507312	2269	453	773	334	1915	2070	2318	467	2093	1068	1860	857	1795	1648	1221	1081	1998	1643	1427	475	508	1165	522	881	2341
3452	chr11	92507311	93029633	1819	446	747	415	1861	1644	2626	514	1926	1193	1883	715	1679	2021	1267	1110	1874	1565	1083	490	466	1082	577	955	2353
3453	chr11	93029632	93550699	2211	483	876	290	1677	1835	2058	470	1738	1120	1683	597	1491	2235	1254	1163	2016	1134	1358	440	440	987	552	825	2107
3454	chr11	93550698	94090544	2337	532	745	397	1789	2178	2617	559	1805	929	1660	733	1549	2404	1209	1222	2030	1492	1250	515	465	1017	577	918	2434
3455	chr11	94090543	94610485	2105	442	772	360	1494	1862	2808	409	1798	984	1698	656	1634	1976	1023	1211	2052	1543	1365	529	447	968	672	827	2297
3456	chr11	94610484	95125568	2112	528	783	372	1490	1723	2410	544	2256	1111	1747	724	1694	2317	1206	1133	1831	1343	1221	483	407	970	591	870	2216
3457	chr11	95125567	95649720	2002	529	806	355	1636	2076	2472	556	2054	1151	2135	670	1846	2353	1131	1292	2215	1332	1427	588	622	1076	652	963	2242
3458	chr11	95649719	96163457	2193	632	589	481	1817	2526	3182	567	1896	990	2289	697	1997	2241	908	1517	2299	1249	1245	550	414	906	546	792	2962
3459	chr11	96163456	96838128	2121	599	820	314	1865	1928	2149	448	2032	1183	1826	719	1608	2424	1032	1186	2039	1502	1058	410	488	1215	624	807	2344
3460	chr11	96838127	97355872	2276	455	862	323	1809	2006	2794	441	2246	1041	2136	768	1768	2149	1202	1234	2213	1664	1468	437	463	1203	677	801	2164
3461	chr11	97355871	97866840	1893	450	714	288	1863	2317	2412	671	2153	1228	2002	835	1560	2304	1200	1235	1932	1431	1424	470	493	947	655	769	2382
3462	chr11	97866839	98385497	2275	507	821	334	1828	2138	2348	549	1965	1092	2028	628	1469	1957	909	1224	1952	1442	1631	521	449	1177	563	949	2486
3463	chr11	98385496	98901968	2379	477	770	332	1804	2088	2765	596	1982	1136	1967	731	1632	2276	1097	1070	2113	1232	1294	511	393	1014	687	823	2268
3464	chr11	98901967	99412477	1686	450	650	301	1886	1837	2904	632	1776	1130	1677	598	1457	2410	949	1343	1593	1552	1301	553	425	1014	623	806	2276
3465	chr11	99412476	99939943	2265	511	882	327	1691	2016	2743	655	1840	1267	1894	760	1604	2429	1322	1383	1890	1398	1492	540	493	920	622	640	2367
3466	chr11	99939942	100471387	2087	497	705	308	1567	1812	2705	553	1637	1017	1760	643	1470	2349	1165	1144	1783	1400	1376	517	487	1029	542	686	1941
3467	chr11	100471386	100983958	2139	516	831	386	2176	1785	3204	550	1716	1270	1671	801	1574	2240	1066	1339	2072	1509	1390	461	471	1062	522	845	2237
3468	chr11	100983957	101499465	1853	504	752	317	1736	1854	2651	523	1568	1007	1903	583	1370	2390	869	1227	1901	1620	1408	497	411	884	586	640	2234
3469	chr11	101499464	102030244	1921	430	766	296	1685	1966	2327	422	1785	948	1644	632	1557	2169	699	1041	1866	1357	1051	476	410	1040	625	581	2069
3470	chr11	102030243	102548879	1927	466	732	328	1945	1885	2323	531	1520	1099	1707	689	1698	2020	919	1171	1927	1332	1288	466	331	854	549	734	2028
3471	chr11	102548878	103068776	2175	401	807	255	1894	1980	2084	429	1730	1057	1698	758	1318	2256	951	928	1653	1170	1485	523	378	1087	443	815	2398
3472	chr11	103068775	103581330	2017	414	681	367	1765	1857	2668	538	1659	953	1763	715	1466	2321	882	1252	1641	1442	1829	476	469	949	463	653	2548
3473	chr11	103581329	104103289	2136	445	774	356	1691	2113	2395	482	1925	1225	2058	701	1497	1956	858	1323	2031	1437	1851	523	444	1025	630	735	2357
3474	chr11	104103288	104613051	1621	539	1005	392	1814	2406	2716	726	2184	1278	2237	720	1842	2422	1196	1305	2260	1873	2155	501	567	1139	796	854	2737
3475	chr11	104613050	105128581	1651	521	918	323	2150	2215	2341	601	2152	1414	1954	866	1623	1877	1038	1311	1830	1643	2441	470	437	1184	646	913	2465
3476	chr11	105128580	105636643	2530	507	859	336	1772	1993	2675	627	1861	1225	1823	890	1657	2119	1075	1214	1984	1787	2077	532	504	1098	632	847	2280
3477	chr11	105636642	106147628	2219	319	695	243	1826	1957	2506	438	1903	1084	1324	608	1067	2131	997	778	1417	1185	1950	453	402	1026	479	826	1541
3478	chr11	106147627	106661169	2045	366	808	243	1807	2083	2657	461	1978	1041	1521	761	1122	2083	1058	927	1477	1702	1906	477	451	1054	612	879	1525
3479	chr11	106661168	107178035	1813	343	751	200	1907	1896	2652	665	1767	1030	1378	739	1216	1795	1083	891	1506	1608	1868	475	445	914	618	882	1692
3480	chr11	107178034	107696632	1958	305	817	225	1775	2011	2290	501	2106	1107	1291	674	1113	1939	987	830	1388	1334	1847	419	447	1156	714	916	1768
3481	chr11	107696631	108211861	2105	338	650	231	1748	1823	2790	608	1777	955	1313	647	1047	1673	1194	905	1540	1630	2185	528	416	1120	563	775	1820
3482	chr11	108211860	108736814	1931	332	704	241	2091	2063	3797	693	1793	767	1375	639	1214	3057	1037	838	1263	1508	2575	618	618	995	710	803	1582
3483	chr11	108736813	109259454	2471	410	798	278	1947	2133	3766	762	2089	1238	1424	766	1232	3533	1239	891	1620	1705	2666	783	585	1185	560	860	1618
3484	chr11	109259453	109784657	2311	430	837	284	1888	2253	4677	928	2334	1213	1901	824	1545	3809	1258	1106	1771	1705	2785	799	736	1253	733	822	2009
3485	chr11	109784656	110301165	2226	334	729	237	1996	1868	3233	698	1697	1165	1315	636	1363	3121	845	1031	1568	1205	2462	617	632	983	546	651	1924
3486	chr11	110301164	110817929	2569	351	853	262	1914	2176	3909	676	1963	1304	1335	679	1106	2586	1125	915	1481	1271	2748	658	498	1212	714	772	1847
3487	chr11	110817928	111326621	2067	338	810	257	1771	1765	3520	723	1932	1152	1452	722	1248	3056	952	921	1470	1496	2562	675	555	995	688	932	1896
3488	chr11	111326620	111832374	2294	312	808	255	1840	2120	3222	726	1695	1191	1293	732	1160	2499	1069	956	1386	1211	2245	788	582	970	611	771	1831
3489	chr11	111832373	112349544	2616	379	671	270	1946	2149	3878	636	1637	1130	1610	623	1175	3269	884	987	1498	1202	2374	788	605	1039	577	795	1923
3490	chr11	112349543	112860349	1981	347	924	271	2273	1962	4221	877	1830	1268	1283	749	1225	3396	1287	888	1514	1518	3085	884	709	1177	712	789	1728
3491	chr11	112860348	113368146	2584	265	979	220	2202	1690	4361	923	2116	979	1197	859	780	3476	1226	649	1417	1380	2801	748	476	1024	648	863	1327
3492	chr11	113368145	113885029	2149	281	761	144	1872	1574	4274	908	1813	1183	1080	653	947	4038	1153	617	1059	1286	2510	818	465	1154	528	734	1100
3493	chr11	113885028	114394714	2141	256	1009	187	1927	1700	4884	831	2155	1371	1013	826	956	3924	1240	847	1431	1644	2829	936	636	992	584	1035	1428
3494	chr11	114394713	114921009	2187	354	952	200	1796	1502	1718	370	1975	1189	1130	929	888	1647	1233	634	1266	1577	961	353	198	1236	699	946	1516
3495	chr11	114921008	115425532	1814	241	716	185	1744	1529	1141	213	2030	1076	925	808	810	1182	1306	588	1181	1380	667	279	103	1157	582	782	1345
3496	chr11	115425531	115941819	1903	280	886	206	1945	1812	1270	293	2352	1510	1096	866	1062	1315	1353	797	1343	1168	966	272	98	1238	739	928	1308
3497	chr11	115941818	116452057	2267	284	853	291	1872	1519	1474	210	2092	1187	970	753	884	1160	1250	833	1208	1489	753	255	94	1182	583	831	1305
3498	chr11	116452056	116961548	1658	289	896	180	1698	1314	1107	304	2016	993	1012	620	775	1432	1183	661	943	1266	793	243	82	939	519	768	1028
3499	chr11	116961547	117481132	2192	282	815	185	1870	1619	1538	295	2170	838	1033	652	927	1474	1004	733	1534	1376	714	230	94	1080	543	914	1286
3500	chr11	117481131	117988806	2470	375	1053	191	1671	1528	1190	286	2261	1225	1348	692	814	1206	1133	735	1492	1601	627	360	132	1184	645	932	1647
3501	chr11	117988805	118497568	2544	300	941	203	1741	1613	1458	375	1823	1334	1185	701	1031	1500	952	659	1339	1632	725	303	178	939	564	900	1391
3502	chr11	118497567	119017173	1907	255	823	229	1803	1715	1357	245	1875	1122	1140	819	898	1246	984	691	1282	1668	843	237	137	1137	629	772	1245
3503	chr11	119017172	119525161	1973	297	853	231	1842	1881	1348	337	1913	1486	1108	758	948	1179	1007	776	1383	1789	796	304	121	1137	675	942	1321
3504	chr11	119525160	120032266	2109	294	950	247	1810	1612	1421	236	2607	1351	680	757	785	1406	1019	697	1254	1857	549	235	99	1029	467	910	1084
3505	chr11	120032265	120537123	1994	327	957	219	1974	1800	1148	207	2039	1199	1092	764	1029	1135	1281	887	1282	1174	824	307	101	1054	712	875	1292
3506	chr11	120537122	121048505	2277	294	871	238	1634	1460	1611	311	2023	1062	1099	793	756	1507	1186	724	1096	1521	682	291	151	936	611	812	1662
3507	chr11	121048504	121559869	2507	356	914	236	2140	1229	1259	251	2238	1192	1096	756	1016	1306	1222	710	1268	1367	578	287	116	989	677	898	1224
3508	chr11	121559868	122080475	2165	289	955	161	1893	1174	891	228	2107	1165	850	801	939	867	1154	671	1003	1622	643	225	88	1088	656	726	1150
3509	chr11	122080474	122593874	2195	239	818	204	2018	1601	1163	144	1940	1119	1260	626	845	910	1035	596	847	1410	731	177	112	993	574	857	1318
3510	chr11	122593873	123105525	1936	211	787	199	1958	1477	1008	251	1767	1009	955	793	656	748	799	558	973	1493	757	212	121	814	583	803	1453
3511	chr11	123105524	123612088	2469	305	911	217	1922	1530	1325	227	2002	1271	1268	805	1067	1247	1188	765	1192	1617	738	316	153	1256	703	903	1495
3512	chr11	123612087	124127972	2158	282	734	178	1884	1454	1104	315	1858	1271	903	747	777	953	1045	635	1132	1380	604	232	92	1024	535	764	1292
3513	chr11	124127971	124647328	2581	244	868	192	2249	1399	1405	308	1906	1272	1049	676	877	1067	1207	681	1087	1358	749	267	103	1070	623	939	1258
3514	chr11	124647327	125160072	2237	288	949	243	1797	1553	1359	155	1865	1005	1171	780	1064	1225	1115	792	1250	1425	624	233	123	1044	622	909	1368
3515	chr11	125160071	125679612	2703	207	739	210	1973	1191	1352	273	1672	1065	832	650	883	1087	1034	672	1095	1290	678	257	148	1012	500	858	1387
3516	chr11	125679611	126192691	2240	288	873	175	1903	1457	1328	309	1759	1192	1066	636	951	753	1092	831	1131	1371	827	252	132	1294	580	771	1357
3517	chr11	126192690	126702008	2249	340	928	287	1591	1588	1381	209	1877	1220	1083	829	908	1205	1137	862	1238	1643	965	333	125	1103	747	969	1633
3518	chr11	126702007	127208300	2538	327	874	202	2106	1643	1210	256	2178	1469	1243	766	994	981	1349	723	1185	1833	742	272	152	1284	751	884	1433
3519	chr11	127208299	127728027	2333	239	795	150	1682	1274	1336	201	2088	1208	1067	866	841	1440	949	633	1069	1588	636	225	102	1107	645	920	1197
3520	chr11	127728026	128245655	2226	190	880	210	2045	1123	1112	246	1730	1018	1040	677	676	1099	1133	673	1184	1474	773	188	136	1023	750	826	1127
3521	chr11	128245654	128751681	2236	300	995	209	1924	1499	1288	241	2403	1073	1212	827	983	1127	1172	787	1301	2121	823	271	146	1127	630	811	1453
3522	chr11	128751680	129269816	2217	253	797	167	1894	1388	1044	220	1971	1117	1029	783	787	1109	973	632	1140	1472	481	239	97	1216	592	918	1087
3523	chr11	129269815	129792891	2428	245	853	204	2345	1678	1566	221	2460	1167	994	696	1087	1245	1013	822	1089	1422	705	263	131	1153	758	771	1545
3524	chr11	129792890	130307063	2283	253	817	208	1814	1398	1288	275	1692	1257	1007	580	994	1277	1326	732	1112	1339	736	283	144	1040	577	885	1375
3525	chr11	130307062	130821622	2263	322	999	186	1900	1296	1164	208	2159	1123	1123	721	874	1422	1231	700	1164	1698	629	241	142	1079	781	1024	1617
3526	chr11	130821621	131340183	2305	256	887	204	1945	1532	1257	234	1973	1142	1021	515	993	1075	1032	528	1202	1354	973	296	119	934	663	889	1291
3527	chr11	131340182	131849183	1969	280	846	200	2112	1613	1334	278	1989	1285	1118	817	900	1090	1078	754	997	1611	634	271	123	1029	582	900	1335
3528	chr11	131849182	132368419	2388	294	954	265	2231	1503	1180	352	2383	1260	1065	949	1057	1385	1279	776	1262	1873	967	323	141	1234	755	953	1534
3529	chr11	132368418	132873410	2379	307	933	245	1965	1264	1241	288	2455	1265	1347	774	1028	1203	1193	805	1194	1393	971	299	158	1162	561	920	1198
